icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
c004f3,WJA711  ,Canada,1727379684,1727379684,-110.6531,49.3886,11582.4,False,207.54,274.83,-0.33,[],11902.44,None,False,0
a5c899,ASA961  ,United States,1727379684,1727379685,-122.3171,47.5462,594.36,False,83.85,180.0,-4.23,[],601.98,4626,False,0
a66b55,N51207  ,United States,1727379685,1727379685,-151.2364,60.7159,304.8,False,46.24,32.28,0.33,[],213.36,None,False,0
a1f7fb,HAL69   ,United States,-1,1727379682,,,,False,244.91,270.96,0.33,[],,None,False,0
a55e9f,EJM445  ,United States,1727379684,1727379684,-104.3047,41.935,13106.4,False,227.23,273.24,-0.65,[],13693.14,1056,False,0
a5c892,N472AK  ,United States,1727379684,1727379684,-104.8654,38.9585,2560.32,False,35.03,29.95,0.98,[],2667.0,None,False,0
ad0074,JBU1316 ,United States,1727379684,1727379684,-73.464,40.5319,1188.72,False,147.35,28.8,0.0,[],1234.44,5744,False,0
06a391,QTR8077 ,Qatar,1727379683,1727379683,6.9519,44.9961,7833.36,False,269.97,95.91,-6.18,[],8115.3,1000,False,0
78161c,CSN6043 ,China,1727379683,1727379684,91.0515,22.3499,10355.58,False,255.31,277.53,0.0,[],11041.38,4550,False,0
502d44,EWG6GR  ,Latvia,1727379673,1727379673,6.7667,51.2867,,True,27.27,233.44,,[],,1000,False,0
502d45,BTI79M  ,Latvia,1727379571,1727379571,24.8022,59.4153,,True,0.06,81.56,,[],,None,False,0
a6e879,N544TH  ,United States,1727379680,1727379680,-79.9314,40.3544,358.14,False,36.53,90.81,0.98,[],358.14,None,False,0
ace063,JBU1515 ,United States,1727379677,1727379677,-112.4641,38.5471,10965.18,False,210.9,264.4,0.33,[],11521.44,7122,False,0
780f3f,CES6024 ,China,1727379684,1727379684,24.4805,58.3804,10058.4,False,279.34,74.4,-0.33,[],10058.4,3402,False,0
a324b0,SKW3736 ,United States,1727379530,1727379533,-122.3179,47.4577,91.44,False,61.22,180.0,-0.65,[],99.06,3322,False,0
780f3e,CES590  ,China,1727379684,1727379685,-123.0235,37.6918,3566.16,False,186.92,267.48,4.55,[],3710.94,3401,False,0
a80e4e,SKW5889 ,United States,1727379684,1727379684,-100.9098,38.1541,10972.8,False,203.63,275.51,0.0,[],11597.64,6211,True,0
44d1a2,JAF5CK  ,Belgium,1727379684,1727379684,-1.2553,46.9371,10972.8,False,276.4,37.89,-0.33,[],11018.52,6236,False,0
aac5a9,N7931D  ,United States,1727379665,1727379665,-89.296,40.0215,2103.12,False,111.93,119.16,-5.2,[],2171.7,None,False,0
abc09e,SWA2855 ,United States,1727379684,1727379684,-93.8294,33.68,11277.6,False,233.31,70.69,0.0,[],11833.86,None,False,0
781642,CCA842  ,China,1727379680,1727379684,115.3071,40.4452,4503.42,False,202.14,93.94,-10.08,[],4648.2,None,False,0
a24d40,N2476X  ,United States,1727379684,1727379684,-88.1554,44.4783,457.2,False,41.39,302.31,2.6,[],457.2,None,False,0
4ab349,SCQ18P  ,Sweden,1727379609,1727379609,16.5183,59.8283,525.78,False,46.09,213.16,0.0,[],449.58,None,False,0
a6ce90,JIA5320 ,United States,1727379683,1727379684,-84.534,33.7331,2346.96,False,118.84,270.0,-8.13,[],2354.58,2456,False,0
a622eb,N495CP  ,United States,1727379658,1727379658,-93.0063,34.6621,4579.62,False,110.33,173.31,0.0,[],4739.64,2401,False,0
a6c248,UAL2675 ,United States,1727379684,1727379684,-104.4289,31.666,10363.2,False,243.46,280.72,0.0,[],10995.66,None,False,0
502d72,TKJ9QV  ,Latvia,1727379683,1727379683,29.5303,39.9413,5570.22,False,168.12,344.56,-7.48,[],5897.88,5137,False,0
781641,CCA878  ,China,1727379684,1727379684,48.5113,60.81,11887.2,False,269.68,88.36,0.0,[],11955.78,None,False,0
a6d579,N5399K  ,United States,1727379683,1727379683,-88.2581,41.6296,922.02,False,58.08,251.4,-1.3,[],914.4,None,False,0
4481bc,SUPP374 ,Belgium,1727379642,1727379642,4.4733,50.8982,,True,4.37,334.69,,[],,None,False,0
a6ce7d,DAL1833 ,United States,1727379683,1727379683,-69.7065,20.1812,7734.3,False,254.7,356.18,4.55,[],8214.36,None,False,0
502d71,TKJ3145 ,Latvia,1727379669,1727379677,31.5216,40.024,9745.98,False,222.71,296.92,0.0,[],10187.94,None,False,0
a81575,N62SA   ,United States,1727379681,1727379684,-101.2085,35.4021,6705.6,False,125.95,306.03,0.0,[],7117.08,None,False,0
502d70,TKJ8LB  ,Latvia,1727379683,1727379684,29.7706,39.7989,8001.0,False,235.48,156.57,9.75,[],8260.08,5102,False,0
a05ad4,UCA4236 ,United States,1727379684,1727379685,-76.8218,42.3618,6149.34,False,181.28,209.4,7.48,[],6408.42,3401,False,0
ab351a,TSU821  ,United States,1727379684,1727379684,-95.189,31.8483,10363.2,False,247.33,222.05,0.33,[],10911.84,7414,False,0
a00133,N1NE    ,United States,1727379678,1727379681,-77.4385,38.9543,,True,6.17,2.81,,[],,3342,False,0
4076b0,TOM1TL  ,United Kingdom,1727379684,1727379684,28.6504,37.2206,5013.96,False,183.04,165.85,-10.4,[],5334.0,7322,False,0
a23a09,CXK452  ,United States,1727379675,1727379675,-104.7205,38.8108,,True,3.34,177.19,,[],,None,False,0
a7924d,N5870M  ,United States,1727379684,1727379684,-97.3565,34.9763,1821.18,False,81.01,338.0,0.0,[],1866.9,None,False,0
a31dc2,N30JA   ,United States,1727379683,1727379684,-89.106,41.7567,1021.08,False,44.76,90.0,-1.95,[],1021.08,None,False,0
a18de1,N2FU    ,United States,1727379684,1727379684,-94.9769,35.2489,10660.38,False,251.83,144.39,-0.33,[],11178.54,None,False,0
acb824,ASA1402 ,United States,1727379684,1727379684,-113.0518,37.0926,10066.02,False,224.37,162.52,0.0,[],10629.9,None,False,0
a23a03,UAL2303 ,United States,1727379684,1727379684,-77.5745,39.0945,1478.28,False,148.16,0.0,-5.2,[],1539.24,2663,False,0
a23a01,CXK119  ,United States,1727379684,1727379684,-98.0882,32.8535,2438.4,False,60.84,251.26,0.33,[],2499.36,None,False,0
a38743,N3262L  ,United States,1727379609,1727379641,-88.1163,42.0005,335.28,False,34.99,107.1,-3.9,[],358.14,None,False,0
502d68,TKJ2AU  ,Latvia,1727379684,1727379684,27.1913,38.6914,3794.76,False,184.5,15.86,5.53,[],4061.46,0714,False,0
a85bd0,N638DS  ,United States,1727379387,1727379398,-111.88,40.901,1554.48,False,49.66,256.83,-0.98,[],1607.82,None,False,0
a12128,,United States,1727379451,1727379451,-95.2002,38.9866,396.24,False,36.44,346.94,-1.63,[],434.34,None,False,0
a7ee69,,United States,-1,1727379666,,,,False,47.1,49.87,-1.3,[],,None,False,0
a23a0a,CXK583  ,United States,1727379565,1727379571,-97.163,32.1034,1211.58,False,48.58,5.47,0.0,[],1211.58,None,False,0
502d5e,BTI6C4  ,Latvia,1727379684,1727379684,19.2581,56.5966,10668.0,False,270.32,73.19,0.0,[],10675.62,7107,False,0
a12d67,SKW3399 ,United States,1727379684,1727379684,-117.99,33.3013,6736.08,False,188.07,314.89,7.8,[],7094.22,4601,False,0
502d5a,EWG63WF ,Latvia,1727379684,1727379685,11.0246,49.9855,9151.62,False,204.98,307.76,-0.33,[],9319.26,1000,False,0
502d5c,SWR6PC  ,Latvia,1727379684,1727379684,15.2738,47.4232,9144.0,False,211.49,274.18,0.0,[],9578.34,1000,False,0
502d5b,BTI3PR  ,Latvia,1727379667,1727379668,25.2842,54.6417,,True,0.0,357.19,,[],,5617,False,0
aa7668,RPA3616 ,United States,1727379654,1727379659,-87.9192,41.9674,,True,15.43,270.0,,[],,6756,False,0
ab2e55,N81981  ,United States,1727379600,1727379600,-97.3556,32.7871,426.72,False,43.32,355.91,0.33,[],396.24,None,False,0
ac5514,,United States,1727379679,1727379680,-101.5872,31.5353,1798.32,False,56.36,123.84,-0.98,[],1859.28,None,False,0
a92e3a,N6908V  ,United States,1727379630,1727379630,-122.0542,37.9901,,True,5.4,36.56,,[],,None,False,0
a92202,N688M   ,United States,1727379684,1727379684,-121.163,43.9789,1706.88,False,63.3,352.53,-5.85,[],1729.74,None,False,0
ac18cd,N879LP  ,United States,1727379620,1727379620,-85.6408,38.3698,579.12,False,56.62,340.91,-1.3,[],579.12,None,False,0
a8021d,JCM615  ,United States,1727379684,1727379684,-90.1345,39.2312,10972.8,False,225.37,321.95,0.33,[],11376.66,None,False,0
407797,EZY84BT ,United Kingdom,1727379684,1727379684,1.8872,43.8766,11285.22,False,199.26,175.26,-0.33,[],11689.08,5251,False,0
8990a5,CAL5321 ,Taiwan,1727379683,1727379684,-146.9584,60.8749,8343.9,False,214.3,258.37,-6.83,[],8054.34,None,False,0
01024d,MSC810  ,Egypt,1727379684,1727379684,30.5372,32.0823,11277.6,False,244.0,137.73,0.0,[],11993.88,3361,False,0
ab3ff3,KFS33   ,United States,1727379684,1727379685,-87.2966,39.0187,10660.38,False,227.43,71.4,0.0,[],11064.24,None,False,0
780de5,CES5070 ,China,1727379684,1727379684,112.4803,3.9824,11582.4,False,237.6,21.06,0.0,[],12352.02,None,False,0
407796,EZY82EH ,United Kingdom,1727379685,1727379685,-9.1271,40.6228,11574.78,False,238.18,17.73,-0.33,[],12047.22,6217,False,0
3964ea,TVF31GY ,France,1727379684,1727379684,1.4313,42.3315,9753.6,False,253.75,354.53,0.0,[],10195.56,1467,False,0
01024c,MSC433  ,Egypt,1727379682,1727379684,32.9781,29.7188,8374.38,False,223.7,99.4,8.13,[],8930.64,7376,False,0
a5fd2d,SWA805  ,United States,1727379684,1727379684,-120.2073,35.1715,10980.42,False,231.29,319.33,0.33,[],11529.06,None,False,0
a23a73,CXK314  ,United States,1727379360,1727379684,-97.1742,33.6725,1653.54,False,59.68,180.0,-0.33,[],1684.02,None,False,0
3964ef,TVF44QQ ,France,1727379684,1727379684,6.8103,44.0277,11582.4,False,205.07,307.56,0.33,[],12077.7,1000,False,0
a23a71,CXK188  ,United States,1727379683,1727379683,-113.3186,32.8697,2796.54,False,54.21,80.72,-0.33,[],2903.22,None,False,0
a3bd5f,XSR340  ,United States,1727379684,1727379684,-96.6779,33.6771,8602.98,False,170.55,28.27,9.1,[],9083.04,None,False,0
a87738,N64451  ,United States,-1,1727379519,,,,False,45.0,275.91,0.33,[],,None,False,0
484b8f,KLM91R  ,Kingdom of the Netherlands,1727379683,1727379684,11.754,48.0428,11887.2,False,240.5,139.6,0.0,[],12268.2,1000,False,0
8990a0,CAL5381 ,Taiwan,1727379682,1727379684,123.1137,26.419,9723.12,False,228.44,229.57,-7.8,[],10370.82,None,False,0
407794,EZY279B ,United Kingdom,1727379684,1727379685,-2.8231,54.7884,8481.06,False,213.19,349.15,-21.13,[],8336.28,4216,False,0
a947b8,N69744  ,United States,1727379682,1727379684,-96.2873,32.0493,3215.64,False,80.77,350.84,-1.3,[],3314.7,None,False,0
71c078,AAR502  ,Republic of Korea,1727379684,1727379684,14.0253,45.9308,11277.6,False,285.38,107.52,0.0,[],11811.0,0647,False,0
010255,RBG424  ,Egypt,-1,1727379684,,,10972.8,False,0.0,0.0,0.0,[],,4207,False,0
aba9e7,SWA468  ,United States,1727379685,1727379685,-88.8254,41.5482,10363.2,False,256.2,270.46,-0.33,[],10789.92,3020,False,0
aa5bc6,N767CL  ,United States,1727379684,1727379684,-117.254,33.6708,2148.84,False,45.82,118.87,0.0,[],2217.42,None,False,0
ab8f5d,N844GT  ,United States,1727379653,1727379682,-100.2597,38.3406,7620.0,False,142.56,122.77,0.33,[],8077.2,None,False,0
ac4ca8,SWA853  ,United States,1727379598,1727379598,-86.6886,36.1018,236.22,False,73.21,18.43,-3.58,[],175.26,None,False,0
a684b5,AAL468  ,United States,1727379683,1727379684,-79.4407,35.8604,4251.96,False,204.29,268.7,0.0,[],4427.22,7047,False,0
a85d15,N638SS  ,United States,1727379684,1727379684,-118.1183,33.8351,312.42,False,49.97,87.05,-1.3,[],259.08,None,False,0
a4ca20,N4078P  ,United States,-1,1727379682,,,,False,1.54,0.0,0.0,[],,None,False,0
01023a,MSC804  ,Egypt,1727379684,1727379684,16.253,41.025,11277.6,False,246.01,128.55,-0.33,[],11963.4,0420,False,0
ac66d5,DAL1208 ,United States,1727379567,1727379567,-72.4155,42.2259,1089.66,False,133.08,158.69,-7.8,[],1219.2,7445,False,0
01023c,MSC2981 ,Egypt,1727379684,1727379684,31.3807,30.1554,10485.12,False,234.26,164.59,-2.28,[],11201.4,3336,False,0
01023b,MSC3104 ,Egypt,1727379684,1727379684,26.2944,42.2513,11285.22,False,254.8,151.68,-0.33,[],11879.58,6035,False,0
c04d0a,WEN3203 ,Canada,1727379683,1727379683,-123.2222,50.9694,7620.0,False,156.35,194.68,0.0,[],7711.44,None,False,0
aad981,AAL733  ,United States,1727379683,1727379684,-77.9154,38.2236,7924.8,False,221.52,221.8,0.0,[],8359.14,6134,False,0
01023f,RSX3113 ,Egypt,1727379684,1727379684,21.8152,50.3817,10668.0,False,240.24,10.61,0.0,[],11041.38,4260,False,0
a54ad0,N440CA  ,United States,1727379684,1727379684,-97.6438,39.1895,8290.56,False,138.25,75.34,0.0,[],8732.52,None,False,0
aad96c,N79893  ,United States,1727379684,1727379684,-121.4381,38.117,609.6,False,37.64,248.34,-2.93,[],586.74,None,False,0
a7572f,PDU72   ,United States,1727379678,1727379683,-86.9394,40.4086,,True,0.06,143.44,,[],,None,False,0
aaac36,TRF587  ,United States,1727379684,1727379684,-96.5525,32.8535,754.38,False,49.94,294.98,-0.33,[],731.52,None,False,0
a1d1d0,SWA1790 ,United States,1727379684,1727379684,-103.9751,31.1432,12496.8,False,235.31,102.24,0.0,[],13190.22,None,False,0
71c069,TWB122  ,Republic of Korea,1727379660,1727379675,122.6434,26.5464,10668.0,False,238.57,39.66,0.0,[],11361.42,None,False,0
010242,MSR848  ,Egypt,1727379663,1727379670,31.3429,30.0582,480.06,False,68.97,49.54,-4.55,[],548.64,1636,False,0
40643a,EZY76LU ,United Kingdom,1727379683,1727379684,0.8595,50.0375,7528.56,False,182.38,141.64,-4.88,[],7437.12,6353,False,0
a24d9f,N2479M  ,United States,1727379683,1727379683,-97.0157,32.6451,723.9,False,60.74,181.94,1.63,[],723.9,None,False,0
40643d,EZY58AX ,United Kingdom,1727379684,1727379685,-8.7161,42.8126,11269.98,False,229.81,174.99,0.0,[],11551.92,2641,False,0
010244,MSR678  ,Egypt,1727379608,1727379608,31.9317,29.7215,6134.1,False,176.3,277.21,-10.08,[],6598.92,5225,False,0
a4dd4d,N412TX  ,United States,1727379684,1727379684,-106.8902,35.2003,1836.42,False,44.17,104.85,1.3,[],1905.0,None,False,0
010245,MSR782  ,Egypt,1727379519,1727379682,29.586,32.9615,8366.76,False,241.0,137.25,0.0,[],11353.8,5225,False,0
ac79ef,N9027H  ,United States,1727379618,1727379618,-121.8199,37.3374,,True,5.14,50.62,,[],,None,False,0
010247,MSR633  ,Egypt,1727379529,1727379681,33.6109,29.637,8785.86,False,257.21,100.25,6.5,[],8580.12,6126,False,0
71c063,JJA2152 ,Republic of Korea,1727379683,1727379684,122.232,24.9159,11887.2,False,238.38,20.86,0.0,[],12664.44,None,False,0
a73d55,N566BH  ,United States,1727379454,1727379454,-103.4426,43.9214,1569.72,False,20.18,160.64,-1.95,[],1569.72,None,False,0
406444,EZY17UK ,United Kingdom,1727379684,1727379684,21.8679,38.6424,10363.2,False,224.81,300.38,0.65,[],10988.04,2006,False,0
406446,EZY72AP ,United Kingdom,1727379683,1727379683,1.8173,41.5021,5105.4,False,182.23,340.54,13.0,[],5334.0,1065,False,0
ac9c39,N911UW  ,United States,1727379547,1727379553,-90.0172,42.9625,731.52,False,64.67,245.07,0.33,[],746.76,None,False,0
a2fdde,N292KW  ,United States,1727379684,1727379684,-121.8798,38.538,914.4,False,87.61,176.63,-0.65,[],899.16,None,False,0
a7edaf,N61PE   ,United States,1727379641,1727379641,-76.8551,40.2202,,True,0.06,2.81,,[],,None,False,0
aa75c6,SKW6233 ,United States,1727379683,1727379684,-114.5811,33.9441,9144.0,False,225.89,276.8,0.0,[],9662.16,None,False,0
a697fd,KAP9000 ,United States,1727379685,1727379685,-70.9098,41.6896,990.6,False,92.18,303.16,-1.63,[],1013.46,None,False,0
a4f790,,United States,1727379619,1727379619,-87.7449,41.7878,,True,1.03,132.19,,[],,None,False,0
ad395a,N951LB  ,United States,1727379682,1727379684,-118.1564,34.0511,342.9,False,45.27,359.35,-1.63,[],304.8,None,False,0
484b6e,TRA80W  ,Kingdom of the Netherlands,1727379684,1727379684,-4.7654,43.0458,10363.2,False,270.47,23.54,-0.33,[],10660.38,5462,False,0
a00171,N1QS    ,United States,1727379553,1727379553,-149.6455,-17.5682,198.12,False,42.82,144.78,-2.6,[],243.84,None,False,0
abdf4e,N864SL  ,United States,1727379684,1727379684,-118.3761,33.5049,1524.0,False,46.43,195.42,-0.33,[],1524.0,None,False,0
3964e4,TVF792P ,France,1727379684,1727379685,1.6314,42.018,8793.48,False,229.85,347.99,8.78,[],9197.34,1475,False,0
c03a24,CFWAL   ,Canada,1727379684,1727379684,-89.4108,48.3669,731.52,False,62.81,116.77,-8.13,[],739.14,None,False,0
aa0e3c,N747TH  ,United States,1727379680,1727379680,-116.912,34.7513,4274.82,False,106.63,263.63,-0.98,[],4770.12,None,False,0
a00179,N1R     ,United States,1727379684,1727379684,-101.9115,35.04,7909.56,False,116.2,305.45,0.33,[],8420.1,None,False,0
a5ea37,CXK328  ,United States,1727379684,1727379684,-118.2693,33.6826,1127.76,False,50.66,99.94,0.33,[],1112.52,None,False,0
ad3968,ASH6160 ,United States,1727379684,1727379684,-96.3183,31.1968,7155.18,False,214.23,152.39,-10.73,[],7536.18,0643,False,0
ad73a6,NKS1143 ,United States,1727379683,1727379684,-105.6624,31.7865,10668.0,False,238.08,93.34,-0.33,[],11346.18,None,False,0
a47a19,TRP3    ,United States,1727379673,1727379673,-76.6267,39.2879,38.1,False,6.26,80.54,-0.98,[],45.72,None,False,0
c017ed,JZA836  ,Canada,1727379684,1727379684,-80.0807,38.9897,8534.4,False,196.14,182.1,0.0,[],8968.74,0524,False,0
71c095,TWB424  ,Republic of Korea,1727379678,1727379678,127.5653,36.6617,5349.24,False,233.18,135.27,-10.08,[],5608.32,None,False,0
48ae85,LOT6PA  ,Poland,1727379684,1727379684,18.4117,52.3969,7391.4,False,255.21,91.04,-6.18,[],7536.18,1000,False,0
3964e9,TVF82DV ,France,1727379684,1727379684,3.3536,46.3449,8229.6,False,233.5,159.09,-0.33,[],8382.0,3327,False,0
ab8340,N84071  ,United States,1727379683,1727379684,-107.4484,35.3091,3078.48,False,48.0,287.46,2.6,[],3230.88,None,False,0
48ae83,LOT6550 ,Poland,1727379684,1727379684,11.8738,40.8069,10972.8,False,242.11,20.78,0.0,[],11650.98,None,False,0
c04109,HI397   ,Canada,1727379685,1727379685,-69.9372,18.5659,213.36,False,56.66,290.74,0.0,[],205.74,None,False,0
a12167,N172JD  ,United States,1727379684,1727379684,-97.921,29.6997,967.74,False,46.37,109.44,0.65,[],967.74,None,False,0
01025b,MSC2953 ,Egypt,1727379683,1727379684,24.8623,36.6593,10668.0,False,240.36,142.57,0.0,[],11285.22,2564,False,0
a36113,N317CQ  ,United States,1727379685,1727379685,-98.9791,42.0419,11894.82,False,237.36,87.64,0.0,[],12504.42,None,False,0
a4ca56,N40798  ,United States,1727379653,1727379653,-118.4924,34.2181,,True,0.0,345.94,,[],,None,False,0
7801bc,AHK721  ,China,1727379645,1727379645,113.9138,22.3153,,True,6.17,160.31,,[],,None,False,0
c06751,WJA715  ,Canada,1727379684,1727379684,-92.3467,46.828,10972.8,False,219.24,284.82,0.0,[],11498.58,6330,False,0
a24d90,N24787  ,United States,1727379684,1727379684,-76.2249,38.9396,640.08,False,49.73,140.88,-1.95,[],655.32,None,False,0
ad263e,CXK477  ,United States,1727379678,1727379683,-111.5794,33.0459,1181.1,False,53.67,330.73,1.95,[],1173.48,None,False,0
ab833d,N8407Y  ,United States,1727379684,1727379684,-97.5424,40.7911,2118.36,False,80.97,49.12,0.0,[],2186.94,None,False,0
a2fde3,N292LA  ,United States,1727379684,1727379684,-75.2003,40.1964,883.92,False,62.04,74.12,0.33,[],899.16,4224,False,0
a26793,ENY3410 ,United States,1727379684,1727379684,-111.9923,33.4354,,True,10.29,0.0,,[],,None,False,0
a73d45,ASA354  ,United States,1727379683,1727379684,-91.551,35.125,10668.0,False,248.85,97.13,0.0,[],11071.86,7336,False,0
3964f0,TVF14SW ,France,1727379683,1727379683,2.5711,47.1836,11597.64,False,201.88,170.47,4.23,[],11757.66,1000,False,0
3964f4,TVF30FV ,France,1727379684,1727379684,4.5862,41.8796,12192.0,False,250.86,2.94,-0.33,[],12763.5,5573,False,0
3964f3,TVF38EU ,France,1727379685,1727379685,22.8766,38.9212,10134.6,False,223.47,136.87,-10.4,[],10736.58,0253,False,0
71c089,JJA4410 ,Republic of Korea,1727379452,1727379452,120.6325,17.6212,10058.4,False,236.65,349.98,0.0,[],10774.68,None,False,0
acc9da,N923FP  ,United States,1727379684,1727379684,-121.4455,47.3024,6096.0,False,119.5,318.14,-0.33,[],6248.4,None,False,0
010265,MSC2918 ,Egypt,1727379684,1727379684,6.9698,50.9913,1074.42,False,102.29,140.31,0.0,[],975.36,3104,False,0
ac4cd4,DAL2155 ,United States,1727379683,1727379683,-92.06,39.6715,7993.38,False,254.46,138.77,4.88,[],8366.76,None,False,0
ad99f9,ASA24   ,United States,1727379684,1727379684,-102.4788,38.9493,10668.0,False,252.77,74.29,0.0,[],11277.6,2051,False,0
a1e4e9,MXY484  ,United States,1727379684,1727379685,-76.3041,37.0888,1676.4,False,135.2,199.33,-8.13,[],1744.98,1114,False,0
7801d4,HKE765  ,China,1727379684,1727379684,114.1975,22.4217,1402.08,False,96.91,266.35,-2.93,[],1470.66,None,False,0
010267,MSC008  ,Egypt,1727379432,1727379680,33.3224,29.2028,7620.0,False,217.58,129.15,0.0,[],8176.26,2746,False,0
3964f7,TVF7622 ,France,1727379684,1727379684,-1.5205,47.3142,11277.6,False,192.47,230.1,0.0,[],11315.7,7621,False,0
010269,MSC2975 ,Egypt,1727379683,1727379684,11.943,51.3783,2537.46,False,114.53,190.35,9.75,[],2484.12,3623,False,0
71c084,KAL914  ,Republic of Korea,1727379684,1727379684,4.828,40.8494,10972.8,False,278.9,93.7,-0.33,[],11567.16,2361,False,0
a12160,N172HX  ,United States,1727379538,1727379538,-89.0242,42.6085,502.92,False,52.38,231.78,-0.65,[],495.3,None,False,0
71c081,KAL074  ,Republic of Korea,1727379684,1727379684,-80.774,44.9305,8663.94,False,228.45,315.36,4.88,[],9044.94,6342,False,0
a5adf1,UAL1240 ,United States,1727379599,1727379608,-97.055,32.8516,358.14,False,69.96,0.0,-3.58,[],335.28,None,False,0
71c085,KAL032  ,Republic of Korea,1727379684,1727379684,-115.6798,43.8218,10363.2,False,236.21,310.14,0.0,[],10820.4,None,False,0
49d2ee,TVP7409 ,Czech Republic,1727379684,1727379685,20.6013,50.4031,10363.2,False,246.45,3.83,0.0,[],10736.58,4571,False,0
01025a,NMA4613 ,Egypt,1727379684,1727379684,22.2101,43.7188,10652.76,False,250.77,149.96,0.0,[],11231.88,5564,False,0
ab8354,N8408L  ,United States,1727379685,1727379685,-83.8709,39.8241,457.2,False,33.44,59.49,-1.63,[],457.2,1200,False,0
abd30f,FDX27   ,United States,1727379684,1727379684,-2.6582,52.0507,9753.6,False,250.31,301.47,0.0,[],9540.24,0660,False,0
ab20ad,N816LN  ,United States,1727379684,1727379684,-115.2064,35.7711,2362.2,False,63.56,191.67,1.95,[],2453.64,4661,False,0
ade9ea,N996LC  ,United States,1727379684,1727379685,-100.6262,39.3516,13106.4,False,211.0,283.39,0.33,[],13761.72,1147,False,0
aa75a6,N773RC  ,United States,1727379684,1727379684,-86.432,33.1284,8534.4,False,213.69,245.84,0.0,[],8953.5,None,False,0
a9d2f2,N732EW  ,United States,1727379674,1727379682,-122.1146,37.6565,,True,0.0,244.69,,[],,None,False,0
ae09fb,,United States,-1,1727379440,,,,False,49.91,284.32,0.33,[],,None,False,0
4792db,NOZ1847 ,Norway,1727379684,1727379684,10.8305,56.5531,11582.4,False,249.55,5.32,0.0,[],11490.96,2741,False,0
abe65a,AAL2746 ,United States,1727379683,1727379683,-94.2286,33.0038,7620.0,False,237.11,78.1,0.0,[],8001.0,None,False,0
7801e2,AHK216  ,China,1727379682,1727379682,113.9181,22.2981,,True,0.0,340.31,,[],,None,False,0
abd336,GTI8641 ,United States,1727379684,1727379685,7.075,51.8493,8229.6,False,269.82,100.32,6.5,[],8183.88,3162,False,0
a707a3,JBU1372 ,United States,1727379642,1727379642,-78.5078,29.9333,10668.0,False,246.17,5.88,-0.33,[],11376.66,3637,False,0
ab967b,DAL2167 ,United States,1727379684,1727379685,-120.6931,45.7367,6896.1,False,247.99,90.83,8.78,[],7094.22,None,False,0
a75710,JIA5203 ,United States,1727379684,1727379684,-80.9555,35.1368,3055.62,False,168.29,305.29,0.65,[],3147.06,1011,False,0
a8028a,JIA5570 ,United States,1727379684,1727379684,-86.9641,35.3806,10058.4,False,270.81,66.84,-0.33,[],10500.36,6233,False,0
a00ca4,FDX41   ,United States,1727379679,1727379683,-47.2097,-22.7871,2651.76,False,148.71,351.65,12.68,[],2796.54,None,False,0
a50418,N422LS  ,United States,1727379684,1727379684,-87.0585,40.312,792.48,False,51.68,292.23,1.95,[],784.86,None,False,0
a55db1,N445FD  ,United States,1727379684,1727379684,-85.9786,39.4072,12496.8,False,220.27,119.68,0.0,[],13053.06,6511,False,0
a61d00,UAL1941 ,United States,1727379683,1727379684,-87.8201,41.8264,2110.74,False,141.07,154.74,16.26,[],2171.7,None,False,0
aca3a3,AAL2283 ,United States,1727379540,1727379540,-80.9382,35.248,381.0,False,77.41,175.43,-4.23,[],365.76,3424,False,0
a9228a,MGE881  ,United States,1727379582,1727379582,113.9164,22.3082,,True,6.17,5.62,,[],,None,False,0
717c97,KNE664  ,Saudi Arabia,1727379682,1727379684,-3.5845,34.424,11879.58,False,249.97,73.13,0.65,[],12580.62,None,False,0
a431f4,N37FE   ,United States,1727379406,1727379408,-89.8318,35.1349,3078.48,False,159.73,226.17,-8.13,[],3108.96,None,False,0
aab364,EJA789  ,United States,1727379684,1727379684,-97.6581,35.6576,1196.34,False,141.32,247.08,-3.58,[],1219.2,4766,False,0
abe679,PDU66   ,United States,1727379680,1727379680,-86.9381,40.4097,,True,0.0,180.0,,[],,None,False,0
a577d4,SWA1125 ,United States,1727379684,1727379684,-104.6333,35.2566,11216.64,False,236.94,94.73,-4.88,[],11902.44,7207,False,0
a0bf26,UAL1604 ,United States,1727379684,1727379684,-80.3861,37.3395,11544.3,False,192.48,236.78,7.15,[],12169.14,7002,False,0
868012,JAL9    ,Japan,1727379684,1727379685,-103.3607,54.557,9144.0,False,264.14,316.1,0.33,[],9326.88,None,False,0
010204,MSR779  ,Egypt,1727379685,1727379685,0.9105,50.8991,6591.3,False,180.43,314.77,-9.43,[],6454.14,2753,False,0
abc012,SWA506  ,United States,1727379671,1727379676,-87.7575,41.7792,,True,0.0,258.75,,[],,None,False,0
ad3997,AAL1782 ,United States,1727379684,1727379684,-83.0848,29.7659,9875.52,False,262.62,348.36,6.5,[],10462.26,None,False,0
86ef4a,ANA850  ,Japan,1727379683,1727379684,134.9771,33.1717,11887.2,False,269.51,65.05,0.33,[],12626.34,0727,False,0
347588,IBS36RP ,Spain,1727379684,1727379684,1.6394,46.8802,10668.0,False,173.98,210.96,0.0,[],10805.16,1111,False,0
