icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
e49406,GLO1958 ,Brazil,1727379448,1727379448,-48.4374,-16.4959,6499.86,False,229.39,254.65,-13.33,[],6957.06,None,False,0
c02db0,CFRHV   ,Canada,1727379684,1727379684,-79.0687,44.087,891.54,False,60.76,334.95,0.0,[],891.54,5310,False,0
4b1816,SWR693P ,Switzerland,1727379684,1727379684,-0.4049,50.7925,6606.54,False,231.33,142.14,8.13,[],6484.62,2016,False,0
ab1644,UAL282  ,United States,1727379684,1727379685,-122.4552,47.5861,1440.18,False,126.04,359.53,-7.15,[],1455.42,3736,False,0
4b1818,SWR2KG  ,Switzerland,1727379683,1727379683,8.5564,47.4565,,True,6.69,95.62,,[],,3013,False,0
a798d1,N589RC  ,United States,1727379684,1727379684,-122.1782,45.2624,2651.76,False,76.86,132.02,2.28,[],2712.72,None,False,0
ab76bc,,United States,1727379649,1727379650,-146.1099,65.1268,2446.02,False,84.16,259.79,-0.98,[],2301.24,None,False,0
aa3cbe,N759PA  ,United States,1727379683,1727379683,-111.8516,41.7797,,True,1.54,205.31,,[],,None,False,0
a8a812,N657PT  ,United States,1727379678,1727379678,-116.4946,36.6833,12489.18,False,245.92,120.0,-0.33,[],13129.26,None,False,0
aa56db,UAL2029 ,United States,1727379684,1727379684,-101.7685,35.8413,11262.36,False,226.67,260.07,4.23,[],11910.06,1616,False,0
7c6b2f,JST132  ,Australia,1727379684,1727379684,174.2345,-36.9093,4198.62,False,176.06,292.14,4.23,[],4251.96,None,False,0
4b1812,SWR438A ,Switzerland,1727379684,1727379685,8.8429,47.4389,1638.3,False,76.64,263.45,-0.65,[],1645.92,2007,False,0
a46e5e,N385FD  ,United States,1727379684,1727379684,-84.3371,35.9748,12496.8,False,203.04,155.45,-0.33,[],13106.4,None,False,0
a53edd,GPD437  ,United States,1727379684,1727379685,-72.7068,41.3088,1798.32,False,84.26,245.47,0.0,[],1874.52,None,False,0
a57b27,WGN214  ,United States,1727379683,1727379684,116.9226,22.3225,12192.0,False,237.74,268.64,0.0,[],12976.86,None,False,0
a47551,N387AF  ,United States,1727379368,1727379410,-112.2873,40.5762,2247.9,False,38.56,256.89,-3.9,[],2339.34,None,False,0
ad19bc,EJA943  ,United States,1727379683,1727379684,-89.6707,44.9298,8465.82,False,219.88,56.64,-11.38,[],8862.06,3751,True,0
abd9d9,SWA3161 ,United States,1727379684,1727379685,-103.4078,38.3437,9532.62,False,234.24,332.53,-5.2,[],10104.12,None,False,0
a4d862,N411FP  ,United States,1727379633,1727379633,-80.3231,40.783,922.02,False,53.5,0.0,2.6,[],914.4,None,False,0
ade191,DAL3141 ,United States,1727379684,1727379684,-85.1908,35.0665,708.66,False,93.58,14.65,2.93,[],655.32,None,False,0
a665b9,LXJ511  ,United States,1727379684,1727379685,-114.3625,38.2414,13708.38,False,242.6,107.4,-0.33,[],14340.84,None,False,0
ab6fdd,AAL1177 ,United States,1727379684,1727379684,-94.4659,35.2099,10972.8,False,255.44,221.65,0.0,[],11498.58,5524,False,0
a0f57e,N161B   ,United States,1727379683,1727379684,-93.2528,41.1815,14325.6,False,264.92,264.99,0.0,[],14843.76,3043,False,0
a3b87f,DAL2283 ,United States,1727379685,1727379685,-77.3856,36.6815,5844.54,False,192.47,230.1,-1.95,[],6149.34,7023,False,0
440da5,EJU37YB ,Austria,1727379684,1727379684,5.377,43.1546,9448.8,False,183.46,232.52,0.0,[],9898.38,0666,False,0
a57b1e,N452SD  ,United States,1727379683,1727379684,-78.3955,39.2929,3779.52,False,188.41,103.58,-2.28,[],3947.16,6271,False,0
aadc0d,N79915  ,United States,1727379680,1727379683,-84.6326,39.8066,723.9,False,61.81,292.51,0.33,[],701.04,None,False,0
880453,AIQ121  ,Thailand,1727379556,1727379584,88.4413,22.6402,45.72,True,2.83,92.81,,[],,0450,False,0
440da9,C17     ,Austria,1727379449,1727379453,15.1322,47.309,1699.26,False,62.15,287.84,-1.95,[],1706.88,None,False,0
aaf633,UAL578  ,United States,1727379683,1727379684,-104.9668,39.657,3741.42,False,175.93,187.56,13.98,[],3931.92,None,False,0
a305fd,SKW3803 ,United States,1727379559,1727379559,-81.904,41.3806,396.24,False,67.85,49.3,-3.9,[],510.54,3076,False,0
4b1803,SWR259T ,Switzerland,1727379684,1727379684,8.827,46.8251,5692.14,False,173.42,341.14,-7.15,[],5859.78,1000,False,0
aa56d8,UAL1254 ,United States,1727379456,1727379494,-92.2378,29.5168,8534.4,False,204.21,252.71,0.0,[],8961.12,None,False,0
4b1804,SWR452G ,Switzerland,1727379684,1727379684,8.97,47.4312,2179.32,False,77.23,267.71,-1.95,[],2202.18,1000,False,0
a0db7e,N15402  ,United States,1727379680,1727379684,-101.8202,31.2426,2499.36,False,50.93,98.13,-0.33,[],2598.42,None,False,0
4b1806,SWR736  ,Switzerland,1727379684,1727379685,6.352,49.3513,11551.92,False,228.42,342.3,1.95,[],11681.46,1000,False,0
a4d86a,LXJ411  ,United States,1727379684,1727379684,-78.3076,38.3509,1234.44,False,122.68,250.65,-6.83,[],1303.02,1411,False,0
a34e6a,ENY3426 ,United States,1727379684,1727379684,-80.3572,42.4852,7010.4,False,222.26,89.2,0.0,[],7360.92,3244,False,0
aa56d4,UAL1132 ,United States,1727379685,1727379685,-79.3996,42.6542,11277.6,False,290.07,86.85,0.0,[],11795.76,5706,False,0
a90ea8,DAL2026 ,United States,1727379684,1727379684,-79.252,35.9205,4526.28,False,189.93,245.52,7.8,[],4701.54,2441,False,0
4b1808,SWR47B  ,Switzerland,1727379679,1727379680,6.1312,46.2533,495.3,False,67.66,225.62,-3.58,[],510.54,0744,False,0
ad4f0b,DAL3014 ,United States,1727379684,1727379684,-84.5298,33.6318,762.0,False,73.57,90.0,-3.25,[],708.66,None,False,0
ae0197,COUGR89 ,United States,1727379684,1727379685,-103.8333,41.1543,4411.98,False,164.02,274.14,-1.95,[],4671.06,None,False,0
a4b20f,N401TP  ,United States,1727379466,1727379467,-112.3728,33.426,,True,20.06,205.31,,[],,None,False,0
a678ec,N516NG  ,United States,1727379649,1727379649,-118.3324,33.7993,83.82,False,27.73,310.49,-1.63,[],38.1,None,False,0
c047b3,ADS237  ,Canada,1727379684,1727379684,-103.5652,44.0627,11887.2,False,258.2,101.96,0.0,[],12397.74,None,False,0
4b1801,SWR8HW  ,Switzerland,1727379683,1727379683,8.5563,47.4544,,True,0.0,185.62,,[],,1000,False,0
7c6b1b,JST225  ,Australia,1727379684,1727379685,172.5511,-43.4725,91.44,False,70.48,219.97,-3.58,[],68.58,None,False,0
4b1802,SWR181V ,Switzerland,1727379682,1727379684,18.1555,40.7667,10972.8,False,222.98,307.69,0.33,[],11612.88,5534,False,0
acdfa5,N929AM  ,United States,1727379665,1727379679,-78.9171,39.0346,3329.94,False,89.59,50.83,0.33,[],3467.1,None,False,0
c822c6,CVA701  ,New Zealand,1727379683,1727379684,175.0257,-36.9467,929.64,False,68.64,282.99,0.33,[],960.12,None,False,0
c81bce,SKL1    ,New Zealand,1727379684,1727379684,176.3452,-39.9235,5852.16,False,105.58,222.63,4.55,[],5905.5,None,False,0
aaef60,AAL2476 ,United States,1727379684,1727379684,-86.4749,37.1892,11292.84,False,223.18,117.16,0.0,[],11795.76,None,False,0
4952ca,TAP74NA ,Portugal,1727379684,1727379684,3.9779,51.7291,4091.94,False,178.32,27.3,-7.8,[],3977.64,1000,False,0
aa9f3f,SWA4552 ,United States,1727379684,1727379684,-96.9442,41.3436,4564.38,False,184.0,70.91,-29.26,[],4823.46,None,False,0
aae316,AAL602  ,United States,1727379684,1727379684,-86.9811,39.3611,11269.98,False,213.52,152.76,0.0,[],11734.8,None,False,0
7c6b39,JST989  ,Australia,1727379685,1727379685,148.7832,-34.5885,10660.38,False,215.14,70.01,-0.33,[],10812.78,3746,False,0
a36898,DAL1266 ,United States,1727379577,1727379590,-80.2127,26.6877,563.88,False,82.34,91.43,-4.88,[],556.26,7120,False,0
a10e8b,UAL516  ,United States,1727379647,1727379661,-84.4424,33.6447,,True,0.9,208.12,,[],,None,False,0
511163,IGO996  ,Estonia,1727379684,1727379684,77.9907,13.2946,2430.78,False,110.91,152.37,-3.58,[],2453.64,None,False,0
ace6b3,ASH6193 ,United States,1727379684,1727379684,-96.5772,28.9136,6035.04,False,185.27,20.65,-11.38,[],6332.22,None,False,0
a3a578,VJA334  ,United States,1727379683,1727379684,-81.1442,42.7711,5151.12,False,189.85,38.95,0.0,[],5356.86,None,False,0
ad3c16,AAL2899 ,United States,1727379652,1727379652,-78.2357,30.8359,10668.0,False,247.55,4.05,0.0,[],11346.18,1174,False,0
a22238,N23678  ,United States,1727379593,1727379593,-83.4589,42.6639,373.38,False,42.23,87.21,-2.6,[],388.62,None,False,0
a9fc94,N74218  ,United States,1727379683,1727379684,-117.1546,33.4257,2011.68,False,61.01,160.8,-2.28,[],2080.26,None,False,0
a5954e,UAL1369 ,United States,1727379684,1727379684,-99.7094,31.1185,11277.6,False,231.44,101.41,-1.95,[],11910.06,None,False,0
a10e98,N1674E  ,United States,1727379683,1727379683,-97.9203,43.8218,1211.58,False,48.94,56.14,2.93,[],1219.2,None,False,0
abc6ba,ACES01  ,United States,1727379684,1727379684,-112.6592,33.282,1402.08,False,228.64,19.86,-7.48,[],1402.08,None,False,0
738a69,IRON    ,Israel,1727369271,1727379682,35.9993,31.7172,11704.32,False,0.0,0.0,11.7,[],,1140,False,0
a23565,TRF41   ,United States,1727379684,1727379684,-96.478,32.9571,883.92,False,58.52,96.56,0.98,[],883.92,None,False,0
a84528,N63199  ,United States,-1,1727379679,,,,False,48.09,152.61,0.65,[],,None,False,0
a23563,N241TD  ,United States,1727379682,1727379684,-118.4455,34.1367,2042.16,False,45.83,357.43,1.95,[],2087.88,None,False,0
abacb6,SCX8750 ,United States,1727379685,1727379685,-104.4683,38.8436,11277.6,False,254.57,75.01,0.33,[],11910.06,7331,False,0
a305e2,N294RW  ,United States,1727379676,1727379679,-90.6244,42.3232,1089.66,False,39.41,144.03,2.6,[],1120.14,None,False,0
a9b3fb,N724SC  ,United States,1727379684,1727379684,-118.4562,34.0017,1043.94,False,50.61,162.85,0.65,[],1005.84,None,False,0
a2cbb3,N28AS   ,United States,1727379684,1727379684,-100.3347,31.4504,1463.04,False,32.94,358.21,0.0,[],1478.28,None,False,0
a5955b,UPS2770 ,United States,1727379419,1727379569,-107.5046,32.2031,12496.8,False,245.08,103.1,0.0,[],13205.46,2065,False,0
aaa6f0,N786BG  ,United States,1727379684,1727379684,-112.953,40.821,2865.12,False,72.54,90.81,0.65,[],3002.28,None,False,0
aa69db,ENY3924 ,United States,1727379684,1727379684,-93.5284,36.6927,7620.0,False,198.4,47.21,0.0,[],7985.76,None,False,0
ac1c1e,N88GM   ,United States,1727379684,1727379684,-96.4146,32.7518,0.0,False,41.99,277.04,-1.63,[],,None,False,0
511159,JAF99V  ,Estonia,1727379684,1727379684,4.2968,50.9649,3261.36,False,194.57,65.81,-3.9,[],3177.54,5347,False,0
acdfd3,N929CH  ,United States,1727379684,1727379685,-97.4909,40.9573,7315.2,False,132.77,258.6,0.0,[],7726.68,2433,False,0
e01484,LVARD   ,Argentina,1727379683,1727379683,-60.8334,-32.8383,12489.18,False,254.83,146.69,0.0,[],12832.08,2316,False,0
4952c9,TAP835  ,Portugal,1727379684,1727379684,-9.2172,38.6293,929.64,False,97.35,22.36,-5.53,[],1051.56,4044,False,0
a5e550,N4793F  ,United States,1727379684,1727379684,-123.6403,48.4587,1371.6,False,53.28,169.99,-0.98,[],1333.5,None,False,0
aa56b5,UAL598  ,United States,1727379684,1727379684,-87.9474,41.7361,11277.6,False,226.03,87.65,-0.33,[],11750.04,1456,False,0
511154,JAF524  ,Estonia,1727379685,1727379685,-3.5576,38.7904,10972.8,False,252.39,8.68,-0.33,[],11567.16,None,False,0
a46e40,DAL494  ,United States,1727379669,1727379669,-101.4463,40.2874,10660.38,False,251.29,67.11,0.0,[],11254.74,6724,False,0
a808d7,ATN3448 ,United States,1727379684,1727379684,-100.5849,34.6702,10363.2,False,233.38,317.41,0.0,[],10927.08,None,False,0
ad5621,ALFT    ,United States,1727379684,1727379685,-122.7245,47.5006,304.8,False,58.72,258.89,-1.63,[],297.18,None,False,0
adffa1,WIZZO1  ,United States,1727379684,1727379685,-99.0902,29.3698,5608.32,False,253.53,233.66,-2.6,[],5897.88,None,False,0
511158,JAF5YM  ,Estonia,1727379647,1727379679,20.0601,43.0758,10363.2,False,227.5,322.53,0.33,[],10957.56,3265,False,0
ac231d,,United States,1727379458,1727379458,-90.33,40.6458,2720.34,False,81.19,47.31,0.0,[],2796.54,None,False,0
a6c8cd,VJA536  ,United States,1727379684,1727379684,-106.1223,39.9688,13716.0,False,257.99,84.28,0.65,[],14348.46,None,False,0
ac231f,N881SC  ,United States,1727379683,1727379683,-118.2785,33.7735,381.0,False,47.74,217.12,-2.6,[],335.28,None,False,0
440daf,EJU87RG ,Austria,1727379684,1727379685,11.2414,54.2564,10881.36,False,189.72,201.97,1.3,[],10850.88,0750,False,0
4952c2,TAP440  ,Portugal,1727379684,1727379685,-7.8951,39.7813,9288.78,False,251.73,44.83,3.58,[],9761.22,2277,False,0
a52bdb,N432PK  ,United States,1727379684,1727379684,-89.0766,33.0039,9144.0,False,112.72,264.24,0.0,[],9547.86,None,False,0
a1c5e0,ENY4106 ,United States,1727379684,1727379684,-100.5282,38.5314,10668.0,False,242.66,159.91,0.33,[],11254.74,None,False,0
a3552f,N3136Q  ,United States,1727379684,1727379684,-117.3992,34.0801,1470.66,False,58.53,347.31,2.28,[],1485.9,None,False,0
4952c5,TAP1313 ,Portugal,1727379684,1727379684,-8.7578,48.7952,10370.82,False,228.51,219.24,0.33,[],10203.18,7726,False,0
a89eb9,N65453  ,United States,1727379684,1727379684,-93.2061,45.1267,457.2,False,40.04,110.3,3.58,[],480.06,1200,False,0
4952c7,TAP783  ,Portugal,1727379685,1727379685,1.7838,48.881,11269.98,False,196.92,229.03,0.0,[],11277.6,3524,False,0
adffa7,WIZZO4  ,United States,1727379684,1727379684,-99.1937,29.6471,5455.92,False,287.58,127.07,-1.3,[],5760.72,None,False,0
ad3c20,AIRLIFT5,United States,1727379684,1727379684,-122.6488,48.7084,281.94,False,62.47,59.85,0.0,[],274.32,None,False,0
abc6ce,N858TW  ,United States,1727379685,1727379685,-118.0307,33.7347,617.22,False,66.57,286.61,0.0,[],579.12,None,False,0
4952c8,TAP1243 ,Portugal,1727379684,1727379685,9.0504,50.0167,11574.78,False,176.0,263.62,-0.65,[],11742.42,0627,False,0
4b180c,SWR24C  ,Switzerland,1727379684,1727379684,4.6024,48.2961,9753.6,False,209.14,310.31,0.0,[],9837.42,3012,False,0
39de45,TVF93GD ,France,1727379683,1727379684,2.5989,45.228,11887.2,False,190.3,175.97,0.0,[],12222.48,7625,False,0
440db0,EJU646T ,Austria,1727379684,1727379684,13.2219,38.2198,487.68,False,87.14,247.07,-4.55,[],594.36,1000,False,0
a808bf,N617A   ,United States,1727379684,1727379684,-113.4355,33.5704,9753.6,False,194.35,282.38,0.0,[],10325.1,None,False,0
ac1c2c,N88HA   ,United States,1727379684,1727379684,-96.1312,42.6081,6591.3,False,155.32,343.85,-3.58,[],6926.58,1116,False,0
ab63d7,DAL2074 ,United States,1727379684,1727379684,-120.8662,39.4209,10972.8,False,232.41,244.57,0.0,[],11529.06,None,False,0
a46e35,DAL1870 ,United States,1727379683,1727379684,-81.3503,26.4437,10668.0,False,252.49,355.09,0.0,[],11346.18,3461,False,0
c822e4,ANZ671  ,New Zealand,1727379684,1727379684,173.8335,-38.7739,9433.56,False,223.83,202.14,8.13,[],9555.48,None,False,0
aa69e0,JRE770  ,United States,1727379684,1727379685,-87.9719,41.6035,2377.44,False,137.46,120.6,5.2,[],2423.16,None,False,0
a34215,EDV5511 ,United States,1727379684,1727379684,-80.7769,38.5729,8229.6,False,233.98,116.51,0.0,[],8633.46,3064,False,0
39de40,TVF70WG ,France,1727379684,1727379684,13.0729,44.466,11590.02,False,205.0,296.05,0.0,[],12169.14,1000,False,0
a545fc,EJA439  ,United States,1727379684,1727379684,-85.2266,40.2196,13716.0,False,192.15,255.74,0.0,[],14257.02,7072,False,0
39de42,TVF32WZ ,France,1727379684,1727379684,15.3879,43.4851,10972.8,False,211.62,304.5,0.33,[],11590.02,2045,False,0
a2355d,SKW3701 ,United States,1727379683,1727379684,-87.1642,42.0916,4632.96,False,168.12,74.56,11.7,[],4823.46,None,False,0
39de41,TVF376A ,France,1727379684,1727379684,2.4171,48.5808,3352.8,False,159.76,84.27,0.0,[],3314.7,1000,False,0
407a01,LOG2WF  ,United Kingdom,1727379684,1727379685,-3.6449,56.7563,5044.44,False,147.0,344.99,-4.55,[],4899.66,1257,False,0
7c6b13,JST983  ,Australia,1727379684,1727379684,151.778,-28.0552,10988.04,False,278.5,81.93,-4.88,[],11376.66,1374,False,0
4952ae,TAP237M ,Portugal,1727379685,1727379685,-103.0263,44.6525,12192.0,False,219.87,255.09,0.0,[],12740.64,5264,False,0
7c6b12,JST253  ,Australia,1727379684,1727379684,174.6984,-40.9713,1554.48,False,142.06,148.32,-5.53,[],1524.0,None,False,0
ac2f83,SWA2961 ,United States,1727379684,1727379684,-89.2234,42.4217,5593.08,False,196.41,95.56,-10.4,[],5852.16,7755,False,0
3c6669,DLH5AX  ,Germany,1727379685,1727379685,12.2427,41.891,281.94,False,70.77,162.22,-3.58,[],358.14,1000,False,0
44028c,EJU75RD ,Austria,1727379684,1727379684,2.8336,49.0069,1120.14,False,73.31,265.17,-4.23,[],1059.18,1000,False,0
3c6667,DLH17U  ,Germany,1727379685,1727379685,9.1896,49.1937,5600.7,False,240.97,8.72,-12.68,[],5661.66,1000,False,0
ac498c,FDX7    ,United States,1727379684,1727379684,-1.8766,51.7965,9753.6,False,248.09,301.09,0.0,[],9555.48,5704,False,0
3c6666,DLH5KV  ,Germany,1727379684,1727379684,23.5028,38.5698,5067.3,False,217.92,152.29,-11.7,[],5410.2,4364,False,0
a9b3f0,N724RS  ,United States,1727379684,1727379685,-107.847,36.9493,9144.0,False,142.11,240.74,-0.33,[],9700.26,None,False,0
e8023a,ARE4229 ,Chile,1727379639,1727379641,-74.8799,5.2485,5547.36,False,180.8,138.69,-5.2,[],5928.36,None,False,0
ad5658,N959CR  ,United States,1727379684,1727379685,-104.4437,39.7296,12496.8,False,251.71,73.86,-0.33,[],13136.88,5604,False,0
c822ed,ANZ120M ,New Zealand,1727379683,1727379683,175.1202,-39.0304,3390.9,False,127.67,347.2,-0.33,[],3390.9,None,False,0
abacd2,UAL1164 ,United States,1727379650,1727379651,-115.2797,38.3928,11269.98,False,246.45,89.04,0.33,[],11841.48,None,False,0
4acb01,NSZ3646 ,Sweden,1727379509,1727379512,5.2619,43.4036,373.38,False,74.94,314.44,-4.55,[],403.86,0642,False,0
e4943e,,Brazil,-1,1727379623,,,,False,239.81,54.61,0.0,[],,None,False,0
4acb03,NSZ1LY  ,Sweden,1727379684,1727379685,4.9088,52.351,10972.8,False,205.98,202.47,-0.33,[],10888.98,3512,False,0
4acb02,NSZ3207 ,Sweden,1727379609,1727379609,17.769,59.5159,3398.52,False,165.83,231.42,4.88,[],3375.66,0767,False,0
3c664e,DLH9VH  ,Germany,1727379684,1727379685,10.3866,50.9141,4823.46,False,153.34,229.9,-5.85,[],4823.46,1000,False,0
51116f,MBU6577 ,Estonia,1727379684,1727379684,2.0332,38.8179,5204.46,False,243.32,65.39,7.48,[],5524.5,None,False,0
a6a39e,N527H   ,United States,1727379684,1727379685,-83.2159,40.4331,13106.4,False,195.03,256.73,-0.33,[],13677.9,4007,False,0
a4757f,N387CB  ,United States,1727379666,1727379680,-101.1501,40.4862,10058.4,False,229.62,77.05,0.0,[],10599.42,3245,False,0
c0229c,CFNCT   ,Canada,1727379683,1727379683,-77.1056,44.1993,457.2,False,41.97,348.69,-2.28,[],518.16,None,False,0
3c6664,DLH4N   ,Germany,1727379685,1727379685,13.8029,52.4426,1074.42,False,85.1,250.58,-1.3,[],982.98,1000,False,0
3c6663,DLH947  ,Germany,1727379684,1727379684,9.1072,50.2875,2651.76,False,150.66,105.65,-4.88,[],2606.04,4766,False,0
ab0361,AAL1239 ,United States,1727379684,1727379685,-75.3493,39.4194,6400.8,False,200.78,34.67,-1.3,[],6705.6,1500,False,0
a9a0ab,N7196E  ,United States,1727379574,1727379575,-122.4391,43.9943,1706.88,False,65.99,81.93,-0.65,[],1737.36,None,False,0
3c6662,DLH66T  ,Germany,1727379634,1727379635,11.7807,48.3468,,True,11.83,84.38,,[],,1000,False,0
a7bc8e,EJA598  ,United States,1727379684,1727379684,-94.8015,31.0838,13106.4,False,216.58,222.98,0.0,[],13731.24,5656,False,0
acccc9,N9238K  ,United States,1727379683,1727379684,-93.573,45.4143,1219.2,False,50.93,171.87,-0.33,[],1249.68,4560,False,0
e8024d,ARE4106 ,Chile,1727379529,1727379602,-73.8726,5.8078,8183.88,False,224.41,1.84,9.75,[],8785.86,None,False,0
e8024f,LPE2020 ,Chile,1727379685,1727379685,-77.1527,-12.0214,1729.74,False,139.72,313.81,-6.5,[],1836.42,None,False,0
3c6677,DLH68H  ,Germany,1727379684,1727379684,1.8789,47.3859,10668.0,False,179.43,200.83,-0.33,[],10728.96,2565,False,0
a3b854,N339MC  ,United States,1727379684,1727379684,-100.1609,31.9033,3482.34,False,93.74,130.77,0.0,[],3627.12,None,False,0
a950f7,N7MH    ,United States,1727379631,1727379632,-102.9506,36.7688,9852.66,False,195.51,269.25,-11.05,[],10424.16,2530,False,0
ad3c48,CMB581  ,United States,1727379684,1727379684,9.8315,50.0706,9525.0,False,293.26,89.3,1.3,[],9646.92,7717,False,0
a2d2eb,ENY3943 ,United States,1727379684,1727379684,-101.0065,34.9239,5250.18,False,200.85,116.3,8.78,[],5539.74,None,False,0
abf008,SWA1376 ,United States,1727379681,1727379681,-115.1226,36.0776,,True,1.29,90.0,,[],,None,False,0
511171,MBU6513 ,Estonia,1727379684,1727379685,5.0737,42.0117,11582.4,False,272.86,26.9,0.0,[],12161.52,5537,False,0
3c666c,DLH044  ,Germany,1727379513,1727379513,13.5027,52.3569,,True,9.26,70.31,,[],,1000,False,0
511170,MBU6003 ,Estonia,1727379683,1727379683,17.58,43.9681,10965.18,False,221.3,330.93,0.0,[],11574.78,6017,False,0
3c666b,DLH05U  ,Germany,1727379684,1727379684,5.0932,49.6532,10530.84,False,189.53,255.7,3.9,[],10538.46,4101,False,0
a7d69e,SCU41   ,United States,1727379621,1727379621,-96.3443,35.5873,2026.92,False,52.23,116.31,-6.18,[],2065.02,None,False,0
ace6bf,N930MC  ,United States,1727379684,1727379685,-76.5978,39.4023,1706.88,False,67.02,245.99,7.15,[],1744.98,6247,False,0
adffad,STEER31 ,United States,1727379683,1727379683,-100.6919,29.7924,3444.24,False,197.94,163.54,-13.66,[],3627.12,None,False,0
a7b049,N595DD  ,United States,1727379684,1727379684,-112.029,33.4941,1813.56,False,78.98,193.95,0.65,[],1859.28,None,False,0
ac1c4d,DJR88   ,United States,1727379683,1727379684,-112.1723,33.2913,12496.8,False,241.39,69.67,0.33,[],13197.84,7360,False,0
3c6672,DLH4WA  ,Germany,1727379684,1727379685,11.9277,47.7083,9448.8,False,247.98,127.58,0.0,[],9776.46,7640,False,0
ae5c16,VV256   ,United States,1727379684,1727379684,-119.6443,34.1879,1927.86,False,53.79,123.69,2.28,[],1973.58,None,False,0
3c6670,DLH8AH  ,Germany,1727379684,1727379684,11.581,48.6707,3947.16,False,196.47,350.81,16.26,[],3992.88,6454,False,0
ac83d5,EDV5075 ,United States,1727379684,1727379685,-78.16,39.2611,10363.2,False,198.56,242.7,0.0,[],10957.56,2704,False,0
a4d838,DAL282  ,United States,1727379683,1727379684,-122.3825,47.8559,1805.94,False,107.5,140.83,-0.65,[],1813.56,1137,False,0
3c6674,,Germany,1727379390,1727379390,8.5464,50.0441,,True,11.83,120.94,,[],,None,False,0
ac234f,UAL1599 ,United States,1727379684,1727379684,-120.7441,38.0466,8199.12,False,228.02,78.94,6.5,[],8625.84,None,False,0
a1b2ee,JBU1965 ,United States,1727379683,1727379684,-60.1744,10.0104,10683.24,False,245.29,154.4,0.0,[],11330.94,None,False,0
a35592,JBU2783 ,United States,1727379675,1727379682,-71.0151,42.3687,,True,0.06,227.81,,[],,3176,False,0
a39bfa,UAL654  ,United States,1727379684,1727379685,-112.7234,41.5471,11582.4,False,229.85,257.99,0.0,[],12123.42,None,False,0
478891,BNOL    ,Norway,1727379676,1727379678,17.1383,69.135,7292.34,False,99.46,228.14,3.25,[],6987.54,None,False,0
ae13af,BLADE31 ,United States,1727379683,1727379684,-98.917,34.6318,4267.2,False,131.95,176.42,-3.58,[],4488.18,None,False,0
471efa,WZZ608R ,Hungary,1727379684,1727379684,23.3132,43.0131,10363.2,False,215.25,349.95,0.33,[],10942.32,6450,False,0
3c667a,,Germany,1727379683,1727379683,8.5385,50.0371,,True,8.75,250.31,,[],,None,False,0
a8f682,AVL224  ,United States,1727379684,1727379684,-77.6173,39.0852,670.56,False,43.97,298.66,3.58,[],685.8,4657,False,0
471eff,WMT6BV  ,Hungary,1727379685,1727379685,17.3946,44.9106,10972.8,False,217.46,332.22,0.33,[],11559.54,4513,False,0
ad90a3,AAL2641 ,United States,1727379684,1727379684,-79.4674,35.6362,6400.8,False,228.15,54.27,-0.33,[],6720.84,5074,False,0
471efc,WMT6ZZ  ,Hungary,1727379684,1727379684,13.6626,43.103,10363.2,False,207.52,296.5,0.33,[],10949.94,7356,False,0
3c666f,DLH804  ,Germany,1727379609,1727379609,14.818,56.7622,10668.0,False,261.03,37.23,0.0,[],10728.96,0757,False,0
a22273,N2369X  ,United States,1727379684,1727379684,-96.9452,33.5525,2590.8,False,61.43,355.2,-0.98,[],2636.52,None,False,0
aae35f,N800RL  ,United States,1727379684,1727379684,-80.9698,39.3116,10347.96,False,227.58,123.94,-8.45,[],10896.6,2611,False,0
ae13c8,TWEET17 ,United States,1727379684,1727379684,-88.2724,33.335,5494.02,False,101.82,211.36,-0.65,[],5669.28,None,False,0
ae13c3,SONIC49 ,United States,1727379663,1727379681,-87.1788,34.2145,2468.88,False,130.88,212.32,0.33,[],2491.74,None,False,0
a59529,N459SP  ,United States,1727379577,1727379684,-96.1627,33.3855,609.6,False,48.38,8.56,2.93,[],579.12,None,False,0
aad043,N796W   ,United States,1727379684,1727379684,-121.7804,47.5061,1310.64,False,51.18,309.29,0.98,[],1371.6,None,False,0
abfc71,SWA2352 ,United States,1727379684,1727379684,-114.7306,34.1102,10972.8,False,221.16,281.68,0.0,[],11612.88,7466,False,0
ac1c87,N88LS   ,United States,1727379685,1727379685,-82.3478,41.0535,3017.52,False,154.24,44.46,0.0,[],3139.44,1533,False,0
aae377,SKW3965 ,United States,1727379684,1727379684,-84.6589,31.8345,5189.22,False,198.38,299.69,11.38,[],5364.48,None,False,0
a3fee7,N357B   ,United States,1727379684,1727379685,-98.5436,37.5723,12306.3,False,215.39,288.52,2.6,[],12954.0,1070,False,0
a40be2,KFB007  ,United States,1727379681,1727379681,-117.9758,44.0285,9151.62,False,264.07,196.18,0.0,[],9563.1,None,False,0
3442c9,GES091F ,Spain,1727379683,1727379683,-13.2283,43.5568,13716.0,False,295.6,108.78,0.0,[],14028.42,None,False,0
408134,BAW621C ,United Kingdom,1727379684,1727379685,13.7374,45.2585,10972.8,False,203.61,296.57,0.0,[],11513.82,0245,False,0
a34e97,DAL941  ,United States,1727379684,1727379685,-121.9233,47.4258,3192.78,False,178.12,62.1,3.25,[],3230.88,None,False,0
